"concept","word","preference"
"Resilient","risk","Less Preferred"
"Resilient","crop","Less Preferred"
"Resilient","loss","Less Preferred"
"Intercropping","livestock","Less Preferred"
"Intercropping","farmer","Less Preferred"
"Feed","harvest","Less Preferred"
"Feed","maize","Less Preferred"
"Green Maize","storage","Less Preferred"
"Green Maize","long","Less Preferred"
"Green Maize","time","Less Preferred"
"Green Maize","preserving","Less Preferred"
"Feed & Fodder","resistant","Less Preferred"
"Feed & Fodder","pests","Less Preferred"
"Feed & Fodder","higher","Less Preferred"
"Feed & Fodder","yield","Less Preferred"
"Green Maize","benefits","Less Preferred"
"Green Maize","livestock","Less Preferred"
"Green Maize","household","Less Preferred"
"Home Use & Family Consumption","almost","Less Preferred"
"Home Use & Family Consumption","similar","Less Preferred"
"Home Use & Family Consumption","color","Less Preferred"
"Feed","high","Less Preferred"
"Feed","yield","Less Preferred"
"Feed","intercrop","Less Preferred"
"Feed","soyabe","Less Preferred"
"Feed","anf","Less Preferred"
"Feed","others","Less Preferred"
"Green Maize","contains","Less Preferred"
"Green Maize","nutritious","Less Preferred"
"Feed & Fodder","colournutritious","Less Preferred"
"Feed & Fodder","good","Less Preferred"
"Feed & Fodder","small","Less Preferred"
"Feed & Fodder","children","Less Preferred"
"Green Maize","less","Less Preferred"
"Green Maize","fertilizer","Less Preferred"
"Green Maize","usedand","Less Preferred"
"Green Maize","drought","Less Preferred"
"Green Maize","disease","Less Preferred"
"Green Maize","resistant","Less Preferred"
"Feed","intercrop","Less Preferred"
"Feed","factor","Less Preferred"
"Feed","double","Less Preferred"
"Feed","yield","Less Preferred"
"Nutritious","rainfall","Less Preferred"
"Nutritious","size","Less Preferred"
"Nutritious","big","Less Preferred"
"Drought Avoidance","facts","Less Preferred"
"Drought Avoidance","household","Less Preferred"
"Drought Avoidance","uses","Less Preferred"
"Drought Avoidance","food","Less Preferred"
"Drought Avoidance","livestock","Less Preferred"
"Drought Avoidance","fodder","Less Preferred"
"Home Use & Family Consumption","high","Less Preferred"
"Home Use & Family Consumption","yield","Less Preferred"
"Intercropping","livestock","Less Preferred"
"Intercropping","fodder","Less Preferred"
"Drought Avoidance","household","Less Preferred"
"Drought Avoidance","consumption","Less Preferred"
"Feed & Fodder","highly","Less Preferred"
"Feed & Fodder","yield","Less Preferred"
"Feed & Fodder","produces","Less Preferred"
"Feed & Fodder","double","Less Preferred"
"Feed & Fodder","cob","Less Preferred"
"Feed","drought","Less Preferred"
"Feed","tolerant","Less Preferred"
"Nutritious","prefers ","Less Preferred"
"Nutritious","ugali","Less Preferred"
"Nutritious","fodder","Less Preferred"
"Nutritious","livestock","Less Preferred"
"Feed & Fodder","resistant","Less Preferred"
"Feed & Fodder","draught","Less Preferred"
"Green Maize","survive","Less Preferred"
"Green Maize","poor","Less Preferred"
"Green Maize","rainfall","Less Preferred"
"Green Maize","withstand","Less Preferred"
"Green Maize","pests","Less Preferred"
"Feed","good","Less Preferred"
"Feed","nutritional","Less Preferred"
"Feed","content","Less Preferred"
"Home Use & Family Consumption","perform","Less Preferred"
"Home Use & Family Consumption","poor","Less Preferred"
"Home Use & Family Consumption","soil","Less Preferred"
"Green Maize","drought","Less Preferred"
"Green Maize","resistant","Less Preferred"
"Green Maize","characteristi","Less Preferred"
"Nutritious","maturity","Less Preferred"
"Nutritious","planted","Less Preferred"
"Nutritious","together","Less Preferred"
"Feed","seed","Less Preferred"
"Feed","concept","Less Preferred"
"Feed","gives","Less Preferred"
"Feed","double","Less Preferred"
"Feed","cob","Less Preferred"
"Feed","plant","Less Preferred"
"Green Maize","grow","Less Preferred"
"Green Maize","sporadic","Less Preferred"
"Green Maize","low","Less Preferred"
"Green Maize","rainfall","Less Preferred"
"Green Maize","environments","Less Preferred"
"Resilient","seed","Less Preferred"
"Resilient","concept","Less Preferred"
"Resilient","storage","Less Preferred"
"Resilient","mon","Less Preferred"
"Resilient","attacked","Less Preferred"
"Resilient","pests","Less Preferred"
"Feed","farms","Less Preferred"
"Feed","small","Less Preferred"
"Feed","must","Less Preferred"
"Feed","intercrop","Less Preferred"
"Home Use & Family Consumption","nutritious","Less Preferred"
"Nutritious","multipurpose","Less Preferred"
"Nutritious","nature","Less Preferred"
"Feed","perform","Less Preferred"
"Feed","rainfall","Less Preferred"
"Feed","amount","Less Preferred"
"Feed","low","Less Preferred"
"Green Maize","contains","Less Preferred"
"Green Maize","nutritious","Less Preferred"
"Green Maize","multipurpose","Less Preferred"
"Green Maize","nature","Less Preferred"
"Green Maize","livestock","Less Preferred"
"Green Maize","human","Less Preferred"
"Green Maize","consumption","Less Preferred"
"Feed","drought","Less Preferred"
"Feed","resistant","Less Preferred"
"Feed","much","Less Preferred"
"Feed","tasty","Less Preferred"
"Feed","small","Less Preferred"
"Feed","amount","Less Preferred"
"Feed","fertilizer","Less Preferred"
"Intercropping","highly","Less Preferred"
"Intercropping","resistant","Less Preferred"
"Intercropping","drought","Less Preferred"
"Intercropping","disease","Less Preferred"
"Intercropping","small","Less Preferred"
"Intercropping","amount","Less Preferred"
"Intercropping","fertilizer","Less Preferred"
"Intercropping","high","Less Preferred"
"Intercropping","yield","Less Preferred"
"Green Maize","helps","Less Preferred"
"Green Maize","household","Less Preferred"
"Green Maize","prevents","Less Preferred"
"Green Maize","risks","Less Preferred"
"Green Maize","eyesight","Less Preferred"
"Green Maize","problems","Less Preferred"
"Feed & Fodder","intercrop","Less Preferred"
"Feed & Fodder","legumes","Less Preferred"
"Feed & Fodder","increases","Less Preferred"
"Feed & Fodder","soil","Less Preferred"
"Feed & Fodder","Nitrogen","Less Preferred"
"Feed & Fodder","content","Less Preferred"
"Feed & Fodder","increases","Less Preferred"
"Feed & Fodder","soil","Less Preferred"
"Feed & Fodder","fertility","Less Preferred"
"Feed","presence","Less Preferred"
"Feed","nutritious","Less Preferred"
"Intercropping","productive","Less Preferred"
"Intercropping","long","Less Preferred"
"Intercropping","shorter","Less Preferred"
"Intercropping","rainfall","Less Preferred"
"Home Use & Family Consumption","suitable","Less Preferred"
"Home Use & Family Consumption","changing","Less Preferred"
"Home Use & Family Consumption","weather","Less Preferred"
"Home Use & Family Consumption","seasons","Less Preferred"
"Feed","big","Less Preferred"
"Feed","size","Less Preferred"
"Feed","maize","Less Preferred"
"Feed","nutritious","Less Preferred"
"Feed","human","Less Preferred"
"Feed","food","Less Preferred"
"Feed","fodder","Less Preferred"
"Drought Avoidance","resistant","Less Preferred"
"Drought Avoidance","disease","Less Preferred"
"Nutritious","long","Less Preferred"
"Nutritious","shelf","Less Preferred"
"Nutritious","life","Less Preferred"
"Feed & Fodder","long","Less Preferred"
"Feed & Fodder","shelf","Less Preferred"
"Feed & Fodder","life","Less Preferred"
"Feed & Fodder","sweet","Less Preferred"
"Feed & Fodder","taste","Less Preferred"
"Feed & Fodder","gives","Less Preferred"
"Feed & Fodder","enough","Less Preferred"
"Feed & Fodder","food","Less Preferred"
"Feed & Fodder","household","Less Preferred"
"Intercropping","less","Less Preferred"
"Intercropping","fertilizer","Less Preferred"
"Intercropping","uses","Less Preferred"
"Intercropping","resistant","Less Preferred"
"Intercropping","drought","Less Preferred"
"Green Maize","resilient","Less Preferred"
"Green Maize","disease","Less Preferred"
"Green Maize","higher","Less Preferred"
"Green Maize","yield","Less Preferred"
"Feed","allows","Less Preferred"
"Feed","intercrop","Less Preferred"
"Feed","crop","Less Preferred"
"Feed","legumes","Less Preferred"
"Feed","fixes","Less Preferred"
"Feed","Nitrogen","Less Preferred"
"Feed","soil","Less Preferred"
"Feed & Fodder","shorter","Less Preferred"
"Feed & Fodder","maturity","Less Preferred"
"Feed & Fodder","periods","Less Preferred"
"Intercropping","less","Less Preferred"
"Intercropping","fertilizer","Less Preferred"
"Intercropping","requirement","Less Preferred"
"Green Maize","stays","Less Preferred"
"Green Maize","long","Less Preferred"
"Green Maize","harvest","Less Preferred"
"Green Maize","attacked","Less Preferred"
"Green Maize","pests","Less Preferred"
"Green Maize","rotting","Less Preferred"
"Feed","shorter","Less Preferred"
"Feed","maturity","Less Preferred"
"Feed","periods","Less Preferred"
"Green Maize","require","Less Preferred"
"Green Maize","minimum","Less Preferred"
"Green Maize","fertilizer","Less Preferred"
"Feed & Fodder","good","Less Preferred"
"Feed & Fodder","intercrop","Less Preferred"
"Feed & Fodder","good","Less Preferred"
"Feed & Fodder","smallholders","Less Preferred"
"Feed & Fodder","farmers","Less Preferred"
"Feed","resistant","Less Preferred"
"Feed","pest","Less Preferred"
"Feed","disease","Less Preferred"
"Home Use & Family Consumption","apart","Less Preferred"
"Home Use & Family Consumption","food","Less Preferred"
"Home Use & Family Consumption","fodder","Less Preferred"
"Home Use & Family Consumption","livestock","Less Preferred"
"Green Maize","drought","Less Preferred"
"Green Maize","avoids","Less Preferred"
"Green Maize","farmer","Less Preferred"
"Green Maize","experience","Less Preferred"
"Green Maize","climate","Less Preferred"
"Green Maize","change","Less Preferred"
"Green Maize","takes","Less Preferred"
"Green Maize","shorter","Less Preferred"
"Green Maize","periods","Less Preferred"
"Green Maize","maturity","Less Preferred"
"Feed & Fodder","requires","Less Preferred"
"Feed & Fodder","less","Less Preferred"
"Feed & Fodder","amount","Less Preferred"
"Feed & Fodder","fertilizer","Less Preferred"
"Feed & Fodder","low","Less Preferred"
"Feed & Fodder","fertility","Less Preferred"
"Feed & Fodder","soil","Less Preferred"
"Nutritious","maturity","Less Preferred"
"Nutritious","early","Less Preferred"
"Nutritious","less","Less Preferred"
"Nutritious","affected","Less Preferred"
"Nutritious","pests","Less Preferred"
"Nutritious","disease","Less Preferred"
"Green Maize","requires","Less Preferred"
"Green Maize","less","Less Preferred"
"Green Maize","fertilizer","Less Preferred"
"Green Maize","resilient","Less Preferred"
"Green Maize","disease","Less Preferred"
"Feed & Fodder","requires","Less Preferred"
"Feed & Fodder","less","Less Preferred"
"Feed & Fodder","amount","Less Preferred"
"Feed & Fodder","fertilizer","Less Preferred"
"Feed & Fodder","gives","Less Preferred"
"Feed & Fodder","double","Less Preferred"
"Feed & Fodder","cob","Less Preferred"
"Feed & Fodder","intercrop","Less Preferred"
"Drought Avoidance","high","Less Preferred"
"Drought Avoidance","yield","Less Preferred"
"Drought Avoidance","compared","Less Preferred"
"Drought Avoidance","others","Less Preferred"
"Drought Avoidance","nutritious","Less Preferred"
"Feed","requires","Less Preferred"
"Feed","less","Less Preferred"
"Feed","fertilizer","Less Preferred"
"Feed","survive","Less Preferred"
"Feed","drought","Less Preferred"
"Feed","seasons","Less Preferred"
"Feed","plant","Less Preferred"
"Feed","green","Less Preferred"
"Feed","maize","Less Preferred"
"Feed","sale","Less Preferred"
"Feed","favor","Less Preferred"
"Feed","market","Less Preferred"
"Drought Avoidance","highly","Less Preferred"
"Drought Avoidance","nutritious","Less Preferred"
"Feed & Fodder","resistant","Less Preferred"
"Feed & Fodder","pests","Less Preferred"
"Feed & Fodder","disease","Less Preferred"
"Drought Avoidance","highly","Less Preferred"
"Drought Avoidance","nutritious","Less Preferred"
"Feed","household","Less Preferred"
"Feed","consumption","Less Preferred"
"Green Maize","produce","Less Preferred"
"Green Maize","excess","Less Preferred"
"Green Maize","shorter","Less Preferred"
"Green Maize","rainfall","Less Preferred"
"Green Maize","produce","Less Preferred"
"Green Maize","less","Less Preferred"
"Green Maize","fertilizer","Less Preferred"
"Green Maize","similar","Less Preferred"
"Green Maize","plant","Less Preferred"
"Drought Avoidance","similar","Less Preferred"
"Drought Avoidance","plant","Less Preferred"
"Drought Avoidance","gives","Less Preferred"
"Drought Avoidance","high","Less Preferred"
"Drought Avoidance","yield","Less Preferred"
"Feed","high","Less Preferred"
"Feed","yield","Less Preferred"
"Feed & Fodder","uses","Less Preferred"
"Feed & Fodder","less","Less Preferred"
"Feed & Fodder","fertilizer","Less Preferred"
"Home Use & Family Consumption","high","Less Preferred"
"Home Use & Family Consumption","yield","Less Preferred"
"Home Use & Family Consumption","harvest","Less Preferred"
"Home Use & Family Consumption","time","Less Preferred"
"Home Use & Family Consumption","shorter","Less Preferred"
"Feed","foodfodder","Less Preferred"
"Feed","sell","Less Preferred"
"Green Maize","next","Less Preferred"
"Green Maize","planting","Less Preferred"
"Green Maize","seasons","Less Preferred"
"Green Maize","shorter","Less Preferred"
"Green Maize","rainfall","Less Preferred"
"Green Maize","good","Less Preferred"
"Feed","consumed","Less Preferred"
"Feed","household","Less Preferred"
"Feed","sold","Less Preferred"
"Feed","earn","Less Preferred"
"Feed","income","Less Preferred"
"Resilient","livestock","Less Preferred"
"Resilient","livestock","Less Preferred"
"Resilient","household","Less Preferred"
"Resilient","consumption","Less Preferred"
"Nutritious","intercrop","Less Preferred"
"Nutritious","high","Less Preferred"
"Nutritious","yield","Less Preferred"
"Nutritious","crop","Less Preferred"
"Feed & Fodder","takes","Less Preferred"
"Feed & Fodder","mon","Less Preferred"
"Feed & Fodder","storage","Less Preferred"
"Feed & Fodder","treatment","Less Preferred"
"Feed & Fodder","higher","Less Preferred"
"Feed & Fodder","nutrition","Less Preferred"
"Feed & Fodder","value","Less Preferred"
"Feed & Fodder","normal","Less Preferred"
"Green Maize","highly","Less Preferred"
"Green Maize","nutritious","Less Preferred"
"Green Maize","nutritious","Less Preferred"
"Green Maize","children","Less Preferred"
"Green Maize","high","Less Preferred"
"Green Maize","yield","Less Preferred"
"Feed","intercrop","Less Preferred"
"Feed","expect","Less Preferred"
"Feed","high","Less Preferred"
"Feed","amount","Less Preferred"
"Feed","yield","Less Preferred"
"Feed","needs","Less Preferred"
"Feed","low","Less Preferred"
"Feed","amount","Less Preferred"
"Feed","fertilizer","Less Preferred"
"Resilient","takes","Less Preferred"
"Resilient","shorter","Less Preferred"
"Resilient","time","Less Preferred"
"Resilient","harvest","Less Preferred"
"Green Maize","intercrop","Less Preferred"
"Green Maize","produce","Less Preferred"
"Green Maize","higher","Less Preferred"
"Green Maize","yield","Less Preferred"
"Feed & Fodder","fetch","Less Preferred"
"Feed & Fodder","good","Less Preferred"
"Feed & Fodder","market","Less Preferred"
"Feed & Fodder","green","Less Preferred"
"Feed & Fodder","maize","Less Preferred"
"Feed & Fodder","food","Less Preferred"
"Feed & Fodder","household","Less Preferred"
"Feed","nutritious","Less Preferred"
"Feed","good","Less Preferred"
"Feed","children","Less Preferred"
"Feed","health","Less Preferred"
"Feed","attractive","Less Preferred"
"Feed","yellow","Less Preferred"
"Feed","color","Less Preferred"
"Resilient","intercrop","Less Preferred"
"Resilient","expect","Less Preferred"
"Resilient","high","Less Preferred"
"Resilient","harvest","Less Preferred"
"Feed & Fodder","planted","Less Preferred"
"Feed & Fodder","commercial","Less Preferred"
"Feed & Fodder","purpose","Less Preferred"
"Feed & Fodder","sell","Less Preferred"
"Feed & Fodder","green","Less Preferred"
"Feed & Fodder","maize","Less Preferred"
"Feed","similar","Less Preferred"
"Feed","plant","Less Preferred"
"Feed","harvest","Less Preferred"
"Feed","maize","Less Preferred"
"Feed","add","Less Preferred"
"Feed","nutrient","Less Preferred"
"Feed","soil","Less Preferred"
"Green Maize","produce","Less Preferred"
"Green Maize","low","Less Preferred"
"Green Maize","rainfall","Less Preferred"
"Resilient","requires","Less Preferred"
"Resilient","less","Less Preferred"
"Resilient","fertilizer","Less Preferred"
"Drought Avoidance","good","Less Preferred"
"Drought Avoidance","human","Less Preferred"
"Drought Avoidance","consumption","Less Preferred"
"Drought Avoidance","sold","Less Preferred"
"Feed","survive","Less Preferred"
"Feed","drought","Less Preferred"
"Feed","seasons","Less Preferred"
"Green Maize","requires","Less Preferred"
"Green Maize","average","Less Preferred"
"Green Maize","fertilizer","Less Preferred"
"Green Maize","input","Less Preferred"
"Nutritious","good","Less Preferred"
"Nutritious","rainfall","Less Preferred"
"Nutritious","produce","Less Preferred"
"Nutritious","highly","Less Preferred"
"Nutritious","vegetative","Less Preferred"
"Nutritious","fodder","Less Preferred"
"Nutritious","livestock","Less Preferred"
"Nutritious","dried","Less Preferred"
"Nutritious","fresh","Less Preferred"
"Feed","rainfall","Less Preferred"
"Feed","household","Less Preferred"
"Feed","consumption","Less Preferred"
"Feed","leaves","Less Preferred"
"Feed","livestock","Less Preferred"
"Feed","consumption","Less Preferred"
"Home Use & Family Consumption","perform","Less Preferred"
"Home Use & Family Consumption","rainfall","Less Preferred"
"Home Use & Family Consumption","poorly","Less Preferred"
"Home Use & Family Consumption","distributed","Less Preferred"
"Intercropping","rich","Less Preferred"
"Intercropping","nutrient","Less Preferred"
"Intercropping","nutritious","Less Preferred"
"Feed","presence","Less Preferred"
"Feed","nutritious","Less Preferred"
"Resilient","intercrop","Less Preferred"
"Resilient","uses","Less Preferred"
"Resilient","less","Less Preferred"
"Resilient","fertilizer","Less Preferred"
"Feed","resistant","Less Preferred"
"Feed","disease","Less Preferred"
"Feed","drought","Less Preferred"
"Drought Avoidance","grown","Less Preferred"
"Drought Avoidance","together","Less Preferred"
"Home Use & Family Consumption","fodder","Less Preferred"
"Home Use & Family Consumption","importance","Less Preferred"
"Home Use & Family Consumption","livestock","Less Preferred"
"Home Use & Family Consumption","household","Less Preferred"
"Home Use & Family Consumption","uses","Less Preferred"
"Feed","ready","Less Preferred"
"Feed","harvest","Less Preferred"
"Feed","mon","Less Preferred"
"Feed","resilient","Less Preferred"
"Feed","crop","Less Preferred"
"Feed","disease","Less Preferred"
"Nutritious","uses","Less Preferred"
"Nutritious","household","Less Preferred"
"Nutritious","consumption","Less Preferred"
"Nutritious","livestock","Less Preferred"
"Nutritious","fodder","Less Preferred"
"Drought Avoidance","high","Less Preferred"
"Drought Avoidance","demands","Less Preferred"
"Home Use & Family Consumption","livestock","Less Preferred"
"Home Use & Family Consumption","fodder","Less Preferred"
"Home Use & Family Consumption","secure","Less Preferred"
"Home Use & Family Consumption","low","Less Preferred"
"Home Use & Family Consumption","uses","Less Preferred"
"Home Use & Family Consumption","fertilizer","Less Preferred"
"Drought Avoidance","high","Less Preferred"
"Drought Avoidance","nutritious","Less Preferred"
"Drought Avoidance","high","Less Preferred"
"Drought Avoidance","demands","Less Preferred"
"Drought Avoidance","market","Less Preferred"
"Drought Avoidance","high","Less Preferred"
"Drought Avoidance","nutrient","Less Preferred"
"Feed","high","Less Preferred"
"Feed","nutritious","Less Preferred"
"Feed","good","Less Preferred"
"Feed","children","Less Preferred"
"Feed","uses","Less Preferred"
"Feed","minimum","Less Preferred"
"Feed","fertilizer","Less Preferred"
"Green Maize","resilient","Less Preferred"
"Green Maize","changing","Less Preferred"
"Green Maize","weather","Less Preferred"
"Green Maize","conditions","Less Preferred"
"Green Maize","rainfall","Less Preferred"
"Resilient","source","Less Preferred"
"Resilient","food","Less Preferred"
"Resilient","security","Less Preferred"
"Resilient","allows","Less Preferred"
"Resilient","planting","Less Preferred"
"Resilient","rows","Less Preferred"
"Feed & Fodder","tolerates","Less Preferred"
"Feed & Fodder","drought","Less Preferred"
"Resilient","uses","Less Preferred"
"Resilient","less","Less Preferred"
"Resilient","fertilizer","Less Preferred"
"Resilient","gives","Less Preferred"
"Resilient","opportunity","Less Preferred"
"Resilient","increased","Less Preferred"
"Resilient","food","Less Preferred"
"Resilient","security","Less Preferred"
"Home Use & Family Consumption","nutritious","Less Preferred"
"Home Use & Family Consumption","contains","Less Preferred"
"Home Use & Family Consumption","nutritious","Less Preferred"
"Home Use & Family Consumption","children","Less Preferred"
"Nutritious","high","Less Preferred"
"Nutritious","productivity","Less Preferred"
"Nutritious","household","Less Preferred"
"Nutritious","consumption","Less Preferred"
"Feed","multiple","Less Preferred"
"Feed","uses","Less Preferred"
"Feed","human","Less Preferred"
"Feed","livestock","Less Preferred"
"Feed","consumption","Less Preferred"
"Feed & Fodder","disease","Less Preferred"
"Feed & Fodder","resistant","Less Preferred"
"Feed & Fodder","better","Less Preferred"
"Feed & Fodder","drought","Less Preferred"
"Feed & Fodder","heavy","Less Preferred"
"Feed & Fodder","rainfall","Less Preferred"
"Feed & Fodder","intercrop","Less Preferred"
"Feed & Fodder","crop","Less Preferred"
"Feed & Fodder","high","Less Preferred"
"Feed & Fodder","drought","Less Preferred"
"Feed & Fodder","resistant","Less Preferred"
"Feed & Fodder","rate","Less Preferred"
"Home Use & Family Consumption","uses","Less Preferred"
"Home Use & Family Consumption","local","Less Preferred"
"Home Use & Family Consumption","fertilizer","Less Preferred"
"Home Use & Family Consumption","household","Less Preferred"
"Home Use & Family Consumption","consumption","Less Preferred"
"Home Use & Family Consumption","livestock","Less Preferred"
"Home Use & Family Consumption","fodder","Less Preferred"
"Intercropping","highly","Less Preferred"
"Intercropping","nutritious","Less Preferred"
"Resilient","storage","Less Preferred"
"Resilient","mon","Less Preferred"
"Resilient","post","Less Preferred"
"Resilient","harvest","Less Preferred"
"Resilient","affected","Less Preferred"
"Resilient","pests","Less Preferred"
"Green Maize","allows","Less Preferred"
"Green Maize","intercrop","Less Preferred"
"Green Maize","increased","Less Preferred"
"Green Maize","food","Less Preferred"
"Green Maize","security","Less Preferred"
"Green Maize","uses","Less Preferred"
"Green Maize","less","Less Preferred"
"Green Maize","fertilizer","Less Preferred"
"Resilient","multipurpose","Less Preferred"
"Resilient","nature","Less Preferred"
"Resilient","human","Less Preferred"
"Resilient","livestock","Less Preferred"
"Resilient","consumption","Less Preferred"
"Feed","improve","Less Preferred"
"Feed","soil","Less Preferred"
"Feed","fertility","Less Preferred"
"Drought Avoidance","tasty","Less Preferred"
"Drought Avoidance","compared","Less Preferred"
"Drought Avoidance","drought","Less Preferred"
"Drought Avoidance","avoids","Less Preferred"
"Drought Avoidance","food","Less Preferred"
"Drought Avoidance","fodder","Less Preferred"
"Feed","less","Less Preferred"
"Feed","fertilizer","Less Preferred"
"Feed","requirement","Less Preferred"
"Feed","little","Less Preferred"
"Feed","rainfall","Less Preferred"
"Home Use & Family Consumption","requires","Less Preferred"
"Home Use & Family Consumption","less","Less Preferred"
"Home Use & Family Consumption","uses","Less Preferred"
"Home Use & Family Consumption","fertilizer","Less Preferred"
"Home Use & Family Consumption","intercrop","Less Preferred"
"Green Maize","less","Less Preferred"
"Green Maize","fertility","Less Preferred"
"Green Maize","soil","Less Preferred"
"Green Maize","maturity","Less Preferred"
"Green Maize","fast","Less Preferred"
"Home Use & Family Consumption","higher","Less Preferred"
"Home Use & Family Consumption","yield","Less Preferred"
"Home Use & Family Consumption","sold","Less Preferred"
"Home Use & Family Consumption","cater","Less Preferred"
"Home Use & Family Consumption","school","Less Preferred"
"Home Use & Family Consumption","fees","Less Preferred"
"Nutritious","white","Less Preferred"
"Nutritious","color","Less Preferred"
"Nutritious","good","Less Preferred"
"Nutritious","making","Less Preferred"
"Nutritious","ugali","Less Preferred"
"Feed & Fodder","good","Less Preferred"
"Feed & Fodder","nutritious","Less Preferred"
"Feed & Fodder","household","Less Preferred"
"Resilient","help","Less Preferred"
"Resilient","improve","Less Preferred"
"Resilient","economic","Less Preferred"
"Resilient","status","Less Preferred"
"Resilient","household","Less Preferred"
"Resilient","sold","Less Preferred"
"Resilient","shorter","Less Preferred"
"Resilient","maturity","Less Preferred"
"Resilient","periods","Less Preferred"
"Intercropping","withstand","Less Preferred"
"Intercropping","drought","Less Preferred"
"Intercropping","disease","Less Preferred"
"Intercropping","amount","Less Preferred"
"Intercropping","fertilizer","Less Preferred"
"Intercropping","needed","Less Preferred"
"Intercropping","little","Less Preferred"
"Green Maize","livestock","Less Preferred"
"Green Maize","fodder","Less Preferred"
"Feed","nutritious","Less Preferred"
"Feed","beneficial","Less Preferred"
"Feed","children","Less Preferred"
"Green Maize","withstand","Less Preferred"
"Green Maize","drought","Less Preferred"
"Nutritious","livestock","Less Preferred"
"Nutritious","fodder","Less Preferred"
"Nutritious","human","Less Preferred"
"Nutritious","consumption","Less Preferred"
"Feed","suitable","Less Preferred"
"Feed","household","Less Preferred"
"Feed","consumption","Less Preferred"
"Feed","market","Less Preferred"
"Home Use & Family Consumption","intercrop","Less Preferred"
"Home Use & Family Consumption","replenishes","Less Preferred"
"Home Use & Family Consumption","soil","Less Preferred"
"Home Use & Family Consumption","Nitrogen","Less Preferred"
"Home Use & Family Consumption","less","Less Preferred"
"Home Use & Family Consumption","fertilizer","Less Preferred"
"Home Use & Family Consumption","requirement","Less Preferred"
"Nutritious","takes","Less Preferred"
"Nutritious","shorter","Less Preferred"
"Nutritious","time","Less Preferred"
"Nutritious","maturity","Less Preferred"
"Green Maize","rich","Less Preferred"
"Green Maize","nutritious","Less Preferred"
"Green Maize","therefore","Less Preferred"
"Green Maize","suitable","Less Preferred"
"Green Maize","growth","Less Preferred"
"Green Maize","development","Less Preferred"
"Green Maize","children","Less Preferred"
"Feed","maize","Less Preferred"
"Feed","multipurpose","Less Preferred"
"Feed","uses","Less Preferred"
"Feed","suitable","Less Preferred"
"Feed","uses","Less Preferred"
"Feed","food","Less Preferred"
"Feed","livestock","Less Preferred"
"Feed","fodder","Less Preferred"
"Feed","diversified","Less Preferred"
"Feed","production","Less Preferred"
"Feed","guaranteed","Less Preferred"
"Drought Avoidance","ensures","Less Preferred"
"Drought Avoidance","human","Less Preferred"
"Drought Avoidance","livestock","Less Preferred"
"Drought Avoidance","food","Less Preferred"
"Drought Avoidance","requirement","Less Preferred"
"Drought Avoidance","taken","Less Preferred"
"Drought Avoidance","care","Less Preferred"
"Nutritious","ability","Less Preferred"
"Nutritious","grow","Less Preferred"
"Nutritious","varying","Less Preferred"
"Nutritious","weather","Less Preferred"
"Nutritious","conditions","Less Preferred"
"Home Use & Family Consumption","less","Less Preferred"
"Home Use & Family Consumption","fertility","Less Preferred"
"Home Use & Family Consumption","requirement","Less Preferred"
"Green Maize","fast","Less Preferred"
"Green Maize","maturity","Less Preferred"
"Green Maize","evade","Less Preferred"
"Green Maize","drought","Less Preferred"
"Feed","food","Less Preferred"
"Feed","fodder","Less Preferred"
"Feed","sale","Less Preferred"
"Feed","resistant","Less Preferred"
"Feed","drought","Less Preferred"
"Green Maize","human","Less Preferred"
"Green Maize","food","Less Preferred"
"Green Maize","livestock","Less Preferred"
"Green Maize","fodder","Less Preferred"
"Home Use & Family Consumption","drought","Less Preferred"
"Home Use & Family Consumption","seasons","Less Preferred"
"Nutritious","best","Less Preferred"
"Nutritious","household","Less Preferred"
"Nutritious","consumption","Less Preferred"
"Feed","method","Less Preferred"
"Feed","planting","Less Preferred"
"Feed","ensure","Less Preferred"
"Feed","high","Less Preferred"
"Feed","yield","Less Preferred"
"Feed","good","Less Preferred"
"Feed","children","Less Preferred"
"Feed","growth","Less Preferred"
"Intercropping","livestock","Less Preferred"
"Intercropping","human","Less Preferred"
"Intercropping","consumption","Less Preferred"
"Resilient","disease","Less Preferred"
"Resilient","resistant","Less Preferred"
"Green Maize","essential","Less Preferred"
"Feed","intercrop","Less Preferred"
"Feed","favours","Less Preferred"
"Feed","small","Less Preferred"
"Feed","portion","Less Preferred"
"Feed","farming","Less Preferred"
"Feed","land","Less Preferred"
"Feed","yield","Less Preferred"
"Feed","drought","Less Preferred"
"Resilient","presence","Less Preferred"
"Resilient","nutritious","Less Preferred"
"Green Maize","food","Less Preferred"
"Green Maize","fodder","Less Preferred"
"Green Maize","presence","Less Preferred"
"Green Maize","nutritious","Less Preferred"
"Drought Avoidance","high","Less Preferred"
"Drought Avoidance","quality","Less Preferred"
"Drought Avoidance","floor","Less Preferred"
"Feed","green","Less Preferred"
"Feed","uses","Less Preferred"
"Feed & Fodder","reduces","Less Preferred"
"Feed & Fodder","expenses","Less Preferred"
"Feed & Fodder","livestock","Less Preferred"
"Feed & Fodder","fodder","Less Preferred"
"Drought Avoidance","requires","Less Preferred"
"Drought Avoidance","low","Less Preferred"
"Drought Avoidance","fertilizer","Less Preferred"
"Drought Avoidance","take","Less Preferred"
"Drought Avoidance","shorter","Less Preferred"
"Drought Avoidance","periods","Less Preferred"
